PRODUCT NAME,CATEGORY,Variant SKU,prod code,HSN CODE,GST%,ttl,MRP,DISCOUNT,SELLING RATE EXCLUDING GST,IMAGE-1,IMAGE-2,IMAGE-3,IMAGE-4,IMAGE-5,IMAGE-6,IMAGE-7,IMAGE-8,IMAGE-9,IMAGE-10,,,,,
0195 Wire Wheel Cup Brush (Black),Cleaning Supplies,0195_black_brush,0195,830890,18%,251,270,0,229,https://cdn.shopify.com/s/files/1/1916/9825/products/0195.jpg?v=1618531208,https://cdn.shopify.com/s/files/1/1916/9825/products/IMG-20200801-WA0068.jpg?v=1617965682,https://cdn.shopify.com/s/files/1/1916/9825/products/415Inz_2BQ6nL_d8e9f720-f713-4e49-bcd7-93b93d7434e9.jpg?v=1617965682,https://cdn.shopify.com/s/files/1/1916/9825/products/2_c6226af0-17b3-4e93-b77f-386d04a7b14e.jpg?v=1617965682,https://cdn.shopify.com/s/files/1/1916/9825/products/3_a4b68a57-e107-43b1-b0ef-bb9f6634a4d8.jpg?v=1617965682,https://cdn.shopify.com/s/files/1/1916/9825/products/4_6e9d486c-71b4-4211-b7ec-6bba54318ec6.jpg?v=1617965682,https://cdn.shopify.com/s/files/1/1916/9825/products/5_4bef9dbe-6802-4ede-814a-f641c715f581.jpg?v=1617965682,,,,,,,,
0215 HandHeld Sealer (Mini Sealing Machine),Kitchen,0215_sealing_machine,0215,392690,18%,235,250,0,211,https://cdn.shopify.com/s/files/1/1916/9825/products/0215.jpg?v=1618531243,https://cdn.shopify.com/s/files/1/1916/9825/products/51gS0d7dlcL._SL1000_af409dea-b1e7-42eb-acf0-5bea2fa29ce4.jpg?v=1618048850,https://cdn.shopify.com/s/files/1/1916/9825/products/3_716ced04-4ffd-463f-8e1a-7e87fe4133df.jpg?v=1618048850,https://cdn.shopify.com/s/files/1/1916/9825/products/4_a02b2843-f711-49e5-a1ff-4e15403155a1.jpg?v=1618048850,https://cdn.shopify.com/s/files/1/1916/9825/products/5_5beaa861-f6ad-4b02-b466-2dfe4df57b77.jpg?v=1618048850,https://cdn.shopify.com/s/files/1/1916/9825/products/6_982dbdb3-e449-40a3-abb3-fb2eaa164fab.jpg?v=1618048850,https://cdn.shopify.com/s/files/1/1916/9825/products/1_103523ec-ba7f-46b9-bd95-9fd93abf3857.jpg?v=1618048850,,,,,,,,
"0217 LED Dream Night Light, Auto ON/Off Sensor Mushroom Lamp (Multicolor)",Home Decor,0217_premium_mushroom_flower,0217,940540,18%,249,300,10,228,https://cdn.shopify.com/s/files/1/1916/9825/products/0217.jpg?v=1618531246,,,,,,,,,,,,,,
0224 Faucet Anti-Splash Expandable Head Nozzle Bathroom Tap Adjustable Splash Sprinkler Head Sprinkler Water Saving Device Faucet Regulator (Multi Color),Home Improvement,0224_faucet_shower_head,0224,392410,18%,233,250,0,211,https://cdn.shopify.com/s/files/1/1916/9825/products/02224.jpg?v=1618531262,https://cdn.shopify.com/s/files/1/1916/9825/products/5_6a83201d-3a1f-4625-9486-be758d13a9e1.jpg?v=1618050331,https://cdn.shopify.com/s/files/1/1916/9825/products/6_13a86c6d-0301-4a25-bf4a-e07c25801aa9.jpg?v=1618050331,https://cdn.shopify.com/s/files/1/1916/9825/products/7_3744a9ac-1832-4b1f-9320-1cf412a4d0f9.jpg?v=1618050331,https://cdn.shopify.com/s/files/1/1916/9825/products/2_f85510b0-e802-41ed-a162-6d549b6b46c8.jpg?v=1618050331,https://cdn.shopify.com/s/files/1/1916/9825/products/4_3450040f-11cc-4161-9ede-2320303f176d.jpg?v=1618050331,https://cdn.shopify.com/s/files/1/1916/9825/products/1_4018a11a-2bf9-4c5d-aae9-6c7bb495aca6.jpg?v=1618050331,,,,,,,,
0235 5-Compartments Socks/Handkerchief/Underwear Storage Box Socks Drawer Closet Organizer Storage Boxes (pack of 2),Home Improvement,0235_2pcs_socks_tray,0235,392690,18%,239,250,0,211,https://cdn.shopify.com/s/files/1/1916/9825/products/0235.jpg?v=1618531308,https://cdn.shopify.com/s/files/1/1916/9825/products/7_f30da0fd-fdcb-44bd-b524-a00d8c60af7b.jpg?v=1618052670,https://cdn.shopify.com/s/files/1/1916/9825/products/3_cf60bd37-18a4-4f0b-a73e-c467b366a205.jpg?v=1618052670,https://cdn.shopify.com/s/files/1/1916/9825/products/4_7fe3760e-2fc8-459e-9027-71f347f08bcf.jpg?v=1618052670,https://cdn.shopify.com/s/files/1/1916/9825/products/5_f6ff1203-3fe3-4693-8920-a089813405ec.jpg?v=1618052670,https://cdn.shopify.com/s/files/1/1916/9825/products/6_4c9758a2-5a16-4038-86e6-b7a588e03dae.jpg?v=1618052670,https://cdn.shopify.com/s/files/1/1916/9825/products/2pcs_55905fe2-404a-4828-b313-6d0f346f6fa0.jpg?v=1618052670,,,,,,,,
0239 Night Light Mushroom Lamp (Colorful),Home Decor,0239_king_flower_light,0239,940540,18%,245,300,15,216,https://cdn.shopify.com/s/files/1/1916/9825/products/0239.jpg?v=1618531316,https://cdn.shopify.com/s/files/1/1916/9825/products/61T4gcttgGL._SX425_0c1a0ea7-ad6d-4f9b-91da-3b68b8653049.jpg?v=1618052777,https://cdn.shopify.com/s/files/1/1916/9825/products/5_17fb16e7-ecf4-415a-91a6-fa37c713113a.jpg?v=1618052777,https://cdn.shopify.com/s/files/1/1916/9825/products/6_31c072f6-9abf-47c5-b9f5-64b26aa8ed1b.jpg?v=1618052777,https://cdn.shopify.com/s/files/1/1916/9825/products/3_12e4cc87-a760-425d-badf-365f48f8677d.jpg?v=1618052777,https://cdn.shopify.com/s/files/1/1916/9825/products/4_8beb67f3-fef6-44aa-b644-3f91f6ed6f65.jpg?v=1618052777,https://cdn.shopify.com/s/files/1/1916/9825/products/led-night-light-mushroom-wall-socket-sensor-lights-lamp-led-original-imafdppf39xhkbzz_aff8d666-3e75-4337-a315-150be0735662.jpg?v=1618052777,,,,,,,,
0246 PCI Big Size Mouse Trap,Repellents,0246_pci_big_mice_trp,0246,350699,18%,247,300,15,216,https://cdn.shopify.com/s/files/1/1916/9825/products/0246.jpg?v=1618531327,https://cdn.shopify.com/s/files/1/1916/9825/products/IMG-20200803-WA0031.jpg?v=1618052903,https://cdn.shopify.com/s/files/1/1916/9825/products/WhatsApp_Image_2019-04-11_at_12.19.41_PM_5e332a09-15c2-4276-ac5f-65c0502fd6ba.jpg?v=1618052903,https://cdn.shopify.com/s/files/1/1916/9825/products/4_03bbac64-2dab-4bfa-80b6-2fe776e5bb67.jpg?v=1618052903,https://cdn.shopify.com/s/files/1/1916/9825/products/5_d72f751e-38d0-442d-9ff0-cc4d954c0367.jpg?v=1618052903,https://cdn.shopify.com/s/files/1/1916/9825/products/2_9c827cb8-5626-40b0-bb06-730f6efd63b5.jpg?v=1618052903,https://cdn.shopify.com/s/files/1/1916/9825/products/3_faf7be4d-21a2-48bc-abfd-f640d412e1c3.jpg?v=1618052903,,,,,,,,
0248 Laundry Hamper Mesh Fabric For Ventilation Foldable Storage Pop Up Clothes Basket,Home Improvement,0248_laundry_storage,0248,420211,18%,245,300,15,216,https://cdn.shopify.com/s/files/1/1916/9825/products/0248.jpg?v=1618531331,https://cdn.shopify.com/s/files/1/1916/9825/products/IMG-20200708-WA0048.jpg?v=1618052959,https://cdn.shopify.com/s/files/1/1916/9825/products/1_6857355b-48a2-4d27-bbe5-62dc6acff316.jpg?v=1618052959,https://cdn.shopify.com/s/files/1/1916/9825/products/3_ee3f1ca8-4cf4-4294-b27f-517ea240361f.jpg?v=1618052959,https://cdn.shopify.com/s/files/1/1916/9825/products/2_0e0c4fe6-c459-4a10-9e91-5ba8b8838887.jpg?v=1618052959,,,,,,,,,,
0271 Wireless/Bluetooth Selfie Stick,Mobile Selfie Stick,0271_selfy_stick_blk,0271,852990,18%,244,250,0,211,https://cdn.shopify.com/s/files/1/1916/9825/products/0271.jpg?v=1618531376,https://cdn.shopify.com/s/files/1/1916/9825/products/44232537_B_5c727298-139a-4a34-9a40-4f09283b3118.jpg?v=1618054424,https://cdn.shopify.com/s/files/1/1916/9825/products/1_02d6b144-c924-4bb1-b9a8-cb3b55609f33.jpg?v=1618054424,https://cdn.shopify.com/s/files/1/1916/9825/products/3_764a7710-3303-4d6a-a834-e69219d0ae58.jpg?v=1618054424,,,,,,,,,,,
0278 Anti-Scratch Universal Fit Silicon Gear Shift Knob Protective Cover,Automotive,0278_car_gear_grip,0278,401590,18%,236,250,0,211,https://cdn.shopify.com/s/files/1/1916/9825/products/0278.jpg?v=1618531389,https://cdn.shopify.com/s/files/1/1916/9825/products/278_6_c454fa0e-112c-4eb8-a6f1-2a7d7be41485.jpg?v=1618054561,https://cdn.shopify.com/s/files/1/1916/9825/products/278_5_d503b7be-3f8e-49f5-8a8a-28a04c7b4bff.jpg?v=1618054561,https://cdn.shopify.com/s/files/1/1916/9825/products/278_6_0779e2a2-91fd-4387-9951-2f01940c1a8a.jpg?v=1618054561,https://cdn.shopify.com/s/files/1/1916/9825/products/278_3_34c99164-23e3-4091-a576-bffb6b42700c.jpg?v=1618054561,https://cdn.shopify.com/s/files/1/1916/9825/products/278_2_cfb87cb0-15fd-4294-87e6-da3f53b2d7fa.jpg?v=1618054561,https://cdn.shopify.com/s/files/1/1916/9825/products/278_4_7ada92e1-5b83-4bf0-a25b-bd00b3f48b93.jpg?v=1618054561,,,,,,,,
0284 Universal Bike & Bicycle Mobile Mount Holder,Mobile Holder & Stand,0284_bike_holder,0284,871491,18%,240,300,15,216,https://cdn.shopify.com/s/files/1/1916/9825/products/0284.jpg?v=1618531400,https://cdn.shopify.com/s/files/1/1916/9825/products/6_e7dadc13-5087-4c08-88d6-bedc7878ac39.jpg?v=1618054712,https://cdn.shopify.com/s/files/1/1916/9825/products/1_a7758387-ada1-4543-b67c-b60fb971f0c3.jpg?v=1618054712,https://cdn.shopify.com/s/files/1/1916/9825/products/2_b4dda0c2-0414-44d0-9044-d6273b8d9499.jpg?v=1618054712,https://cdn.shopify.com/s/files/1/1916/9825/products/4_a4b2ab76-1ddd-4db0-b9d4-9dae7287f7cb.jpg?v=1618054712,https://cdn.shopify.com/s/files/1/1916/9825/products/51ts4QsHM2L._SL1280_c72673d6-d3ff-43d5-968e-1e65a0ddd088.jpg?v=1618054712,,,,,,,,,
0303 Mobile Phone Holder Multi-Functional Cute Warm Snake Holder,Mobile Holder & Stand,0303_cute_worm_lazy_holder,0303,392620,18%,261,300,5,241,https://cdn.shopify.com/s/files/1/1916/9825/products/0303SKUCODE.jpg?v=1618531450,https://cdn.shopify.com/s/files/1/1916/9825/products/5ee1b0b798132c229d43e85f-large.jpg?v=1618531451,https://cdn.shopify.com/s/files/1/1916/9825/products/71Xy4eBMvFL._SL1500.jpg?v=1618029376,https://cdn.shopify.com/s/files/1/1916/9825/products/5ee1b0b798132c229d43e85f-6-large.jpg?v=1618531453,https://cdn.shopify.com/s/files/1/1916/9825/products/180efd27-d06c-4961-bdb1-4117ac89d176.jpg?v=1618029376,,,,,,,,,,
"0360 Makeup Cutlery Box Girl,make up Organizer, Cutlery set box",Home Improvement,0360_Cutlery_Box,0360,392620,18%,237,250,0,211,https://cdn.shopify.com/s/files/1/1916/9825/products/0360.jpg?v=1618531634,https://cdn.shopify.com/s/files/1/1916/9825/products/5ffa4fcf4295efd4332ce8ea-large.jpg?v=1618531638,https://cdn.shopify.com/s/files/1/1916/9825/products/5ffa4fcf4295efd4332ce8ea-2-large.jpg?v=1618531642,https://cdn.shopify.com/s/files/1/1916/9825/products/5ffa4fcf4295efd4332ce8ea-5-large.jpg?v=1618531646,https://cdn.shopify.com/s/files/1/1916/9825/products/5ffa4fcf4295efd4332ce8ea-4-large.jpg?v=1618531650,https://cdn.shopify.com/s/files/1/1916/9825/products/51nRMMDxCvL._SL1000.jpg?v=1618488252,https://cdn.shopify.com/s/files/1/1916/9825/products/5ffa4fcf4295efd4332ce8ea-3-large.jpg?v=1618531654,,,,,,,,
0368 Plastic Cooling Gel Eye Mask,"Beauty, Health & Personal Care",0368_cool_eye_mask_blue,0368,630710,18%,225,300,20,203,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_71df7a35-9a48-457c-97ec-9b079f67643d.jpg?v=1621546349,https://cdn.shopify.com/s/files/1/1916/9825/products/4_25cdeb65-9cf2-4104-89c6-047bfeffc15c.jpg?v=1621546352,https://cdn.shopify.com/s/files/1/1916/9825/products/3_7fcda863-59e3-45f1-8d88-48399a3daf7c.jpg?v=1621546354,https://cdn.shopify.com/s/files/1/1916/9825/products/2_f18238fe-7291-42c9-8a76-7d2919dcd468.jpg?v=1621546356,https://cdn.shopify.com/s/files/1/1916/9825/products/5_bd9b0032-1dcd-4c19-bd0a-d1ed3abe9f25.jpg?v=1621546357,https://cdn.shopify.com/s/files/1/1916/9825/products/31yYJzdwlHL_f9d614da-8052-4cf7-9e2a-194e54c0ae4b.jpg?v=1621546359,,,,,,,,,
0378 Adjustable Safe Soft Baby Shower cap,Baby Care,0378_baby_shower_cap,0378,392210,18%,215,259,0,219,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_e07fcd3d-3e84-43cf-8d6f-6c62597b0efc.jpg?v=1618531702,https://cdn.shopify.com/s/files/1/1916/9825/products/4_92e265c1-6df2-41de-b9ec-5f31cf4c2a96.jpg?v=1618489343,https://cdn.shopify.com/s/files/1/1916/9825/products/3_9e975504-0674-4feb-a840-6f41300bc974.jpg?v=1618489343,https://cdn.shopify.com/s/files/1/1916/9825/products/IMG-20200715-WA0127.jpg?v=1618489343,https://cdn.shopify.com/s/files/1/1916/9825/products/1_4a778f5a-a13f-4aaf-8b06-46cecb743c95.jpg?v=1618489343,https://cdn.shopify.com/s/files/1/1916/9825/products/2_a154c1a6-785f-4680-8aa4-578199ba1eb2.jpg?v=1618489343,https://cdn.shopify.com/s/files/1/1916/9825/products/5_b8cc70c0-f886-42ad-8372-5e5e7e928111.jpg?v=1618489335,,,,,,,,
0384 (Large) Rubber Hot Water Heating Pad Bag for Pain Relief (1400 ML),"Beauty, Health & Personal Care",0384_hot_water_bag_large,0384,401590,18%,281,400,25,254,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_b9301fc2-ffc8-428c-9918-354b91456187.jpg?v=1618531716,https://cdn.shopify.com/s/files/1/1916/9825/products/Hot_Water_Bag_Large_63ac937e-3582-4a9d-98b5-e8499cc2fe01.jpg?v=1618489611,,,,,,,,,,,,,
0394 (Medium) Rubber Hot Water Heating Pad Bag for Pain Relief (750 ML),"Beauty, Health & Personal Care",0394_hot_water_bag_med,0394,401590,18%,261,300,5,241,https://cdn.shopify.com/s/files/1/1916/9825/products/01_0450498b-ade1-4aa6-a3cb-a47b7006efc0.jpg?v=1633420242,https://cdn.shopify.com/s/files/1/1916/9825/products/02_5dd7fd98-6f6b-48f8-876e-21adaeea12f2.jpg?v=1633420242,https://cdn.shopify.com/s/files/1/1916/9825/products/05_72465c21-5fb4-4103-b983-97676a16a864.jpg?v=1633420244,https://cdn.shopify.com/s/files/1/1916/9825/products/07_1fae4f11-2a3a-409c-96b4-fafb974e7f81.jpg?v=1633420244,https://cdn.shopify.com/s/files/1/1916/9825/products/03_b87ed633-babf-448e-9c11-597209e98bc6.jpg?v=1633420244,https://cdn.shopify.com/s/files/1/1916/9825/products/04_648a89d8-ace1-4bbf-9b18-efeb3b6f7cd0.jpg?v=1633420244,https://cdn.shopify.com/s/files/1/1916/9825/products/08_50114ce3-f75b-46db-9a95-9ce08d2b78a9.jpg?v=1633420242,,,,,,,,
0396 Ice Cream Design LED Humidifier for Freshening Air & Fragrance (Multicoloured),Home Improvement,0396_Ice_Cream_Humidifier,0396,392620,18%,461,700,25,445,https://cdn.shopify.com/s/files/1/1916/9825/products/3333.jpg?v=1618490038,https://cdn.shopify.com/s/files/1/1916/9825/products/d75d868e-7068-4e8a-8592-b0ad89421658.jpg?v=1618490038,https://cdn.shopify.com/s/files/1/1916/9825/products/37f0cbc2-4e7c-4f6f-8534-9e279f0e0afb.jpg?v=1618490038,https://cdn.shopify.com/s/files/1/1916/9825/products/03_2.jpg?v=1618490038,https://cdn.shopify.com/s/files/1/1916/9825/products/41K2SZxq-oL.jpg?v=1618490038,https://cdn.shopify.com/s/files/1/1916/9825/products/61MwZLS0qVL._SL1500.jpg?v=1618490038,https://cdn.shopify.com/s/files/1/1916/9825/products/1fd09779-c155-4cd0-9edc-858942ed31b4.jpg?v=1618490038,https://cdn.shopify.com/s/files/1/1916/9825/products/23c26667-5065-42b2-9296-689254097bbc.jpg?v=1618490038,,,,,,,
0403 Cold Eye Mask with Stick-on Straps (Green),"Beauty, Health & Personal Care",0403_eye_mask_green_medium,0403,950590,18%,212,350,30,208,https://cdn.shopify.com/s/files/1/1916/9825/products/1_5d6e3d1b-6997-4bed-8e64-2bcca3bcfdee.jpg?v=1617924397,https://cdn.shopify.com/s/files/1/1916/9825/products/Cold-Sleeping-Eye-Mask-Ice-Compress-Blue-Gel-Eye-Fatigue-Relief-Cooling-Relaxation-Eye-Shield_186773a4-5131-4d86-9702-39f5d3a06aec.jpg?v=1617924399,https://cdn.shopify.com/s/files/1/1916/9825/products/2_e3459070-0dbe-4da2-add2-9d47402364a3.jpg?v=1617924401,https://cdn.shopify.com/s/files/1/1916/9825/products/4_e3ff8e74-f202-4f2b-a138-a54052195dd3.jpg?v=1617924403,https://cdn.shopify.com/s/files/1/1916/9825/products/1_b328d9e9-0562-4a9f-88a8-137bb1156515.jpg?v=1617924405,,,,,,,,,,
0405 Flex Tape,Hardware Fitting,0405_flex_tape,0405,391990,18%,261,300,5,241,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_a807bd26-9b61-4bfd-9699-901267e2e33b.jpg?v=1618531753,https://cdn.shopify.com/s/files/1/1916/9825/products/2_2e23bf15-09dd-4cc7-bea4-208d785233b0.jpg?v=1618490372,https://cdn.shopify.com/s/files/1/1916/9825/products/4_97f201f1-d808-4d79-acf4-d23163b70411.jpg?v=1618490372,https://cdn.shopify.com/s/files/1/1916/9825/products/5_2b041487-a420-415d-894b-ec2ef51b075a.jpg?v=1618490372,https://cdn.shopify.com/s/files/1/1916/9825/products/3_420c8c0d-2958-4518-a8df-3ed6e7578b3f.jpg?v=1618490372,https://cdn.shopify.com/s/files/1/1916/9825/products/5b508cdeab577744318a07e3-1-larg_69d95fd5-8d38-46ba-93d4-3497775cd481.jpg?v=1618490372,,,,,,,,,
0444 Heavy Duty Combination Plier Wire Cutters,Power & Hand tools,0444_plier,0444,820510,18%,258,350,20,237,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_35b3ecb3-5857-4186-bc12-07bea6405ad4.jpg?v=1619125405,https://cdn.shopify.com/s/files/1/1916/9825/products/b3a9d211-d1ef-417a-a7ac-641cc255771a_f8091dc9-4030-4fd7-a3ca-9fad4952a887.jpg?v=1618631766,https://cdn.shopify.com/s/files/1/1916/9825/products/IMG-20200730-WA0029.jpg?v=1618631766,https://cdn.shopify.com/s/files/1/1916/9825/products/5_fe758fc4-d1cc-43d8-b525-a86999278924.jpg?v=1618631764,https://cdn.shopify.com/s/files/1/1916/9825/products/1_ed94617a-5152-4e15-a587-5d940b9c185e.jpg?v=1618631764,https://cdn.shopify.com/s/files/1/1916/9825/products/2_b6d01a6a-a287-4e4b-8251-9178be0ba35a.jpg?v=1618631764,https://cdn.shopify.com/s/files/1/1916/9825/products/3_60b469c2-a9b1-408d-86cd-ceb3ca3a0f8d.jpg?v=1618631764,,,,,,,,
0450 LCD Screen Digital Caliper (6 inch),Hardware Fitting,0450_vernier_caliper_blister,0450,830710,18%,440,500,0,423,https://cdn.shopify.com/s/files/1/1916/9825/products/466101.jpg?v=1628792179,https://cdn.shopify.com/s/files/1/1916/9825/products/5bc699025c15014554ebae79-5-large.jpg?v=1628792182,https://cdn.shopify.com/s/files/1/1916/9825/products/5bc699025c15014554ebae79-1-large.jpg?v=1628792184,https://cdn.shopify.com/s/files/1/1916/9825/products/606ccb5bc6c0074eb2766b1a-large.jpg?v=1628792187,https://cdn.shopify.com/s/files/1/1916/9825/products/606ccb5bc6c0074eb2766b1a-11-large.jpg?v=1628792190,https://cdn.shopify.com/s/files/1/1916/9825/products/606ccb5bc6c0074eb2766b1a-6-large.jpg?v=1628792192,https://cdn.shopify.com/s/files/1/1916/9825/products/5bc699025c15014554ebae79-8-large.jpg?v=1628792194,,,,,,,,
"0458 Metal Glass Cutter, Gold",Power & Hand tools,0458_glass_cutter_gold,0458,820790,18%,279,350,15,252,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_cad5e8ef-3c54-442d-a6ec-64dd8c706eda.jpg?v=1619125430,https://cdn.shopify.com/s/files/1/1916/9825/products/5_fd939285-f303-4282-adf9-b7ce6bdb50f3.jpg?v=1618632317,https://cdn.shopify.com/s/files/1/1916/9825/products/5_4a71c7ad-5ad0-4903-89b2-26426c0402f1.jpg?v=1618632317,https://cdn.shopify.com/s/files/1/1916/9825/products/2_e852317d-62fd-4dcc-82f4-bcdaf21d0d76.jpg?v=1618632317,https://cdn.shopify.com/s/files/1/1916/9825/products/3_9f853f85-6c81-471c-9864-7444e5097c9a.jpg?v=1618632317,https://cdn.shopify.com/s/files/1/1916/9825/products/4_a3b6f178-0072-4a36-854c-9d66c538fe03.jpg?v=1618632317,https://cdn.shopify.com/s/files/1/1916/9825/products/1_586710fa-b46f-4faa-a960-3ccda816e698.jpg?v=1619125431,,,,,,,,
0465 Stainless Steel Garden Scissors,Garden,0465_flower_cut_any,0465,820890,,278,350,15,252,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_6c8b14a8-b2ea-4788-9446-fe4da3d80f4e.jpg?v=1625755196,https://cdn.shopify.com/s/files/1/1916/9825/products/IMG-20200717-WA0102_93b24ea6-5d4d-42e0-9b98-766ba2e85c4a.jpg?v=1625755198,https://cdn.shopify.com/s/files/1/1916/9825/products/2_5a1a930e-14b6-43dc-acc5-3d396935c8f3.jpg?v=1625755200,https://cdn.shopify.com/s/files/1/1916/9825/products/1_62d008ef-1ddc-4375-84d4-1feb7e838fe2.jpg?v=1625755202,https://cdn.shopify.com/s/files/1/1916/9825/products/5_e6328ce0-74e6-4636-bfbb-35f412478d3c.jpg?v=1625755204,https://cdn.shopify.com/s/files/1/1916/9825/products/51H2su8bnQL._SL1000_322d20f4-dd4a-4757-8786-1c738d886c62.jpg?v=1625755206,https://cdn.shopify.com/s/files/1/1916/9825/products/3_18515dcf-7ac7-4453-a03f-1cae4a6d70a7.jpg?v=1625755208,,,,,,,,
0473 Soil Tester 3-in-1 Plant Moisture Sensor (Green),Garden,0473_soil_meter,0473,902480,18%,456,800,35,440,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_3d4a1f4f-d604-4314-acae-324421af5506.jpg?v=1619125472,https://cdn.shopify.com/s/files/1/1916/9825/products/61PwWnRgrPL._SL1024.jpg?v=1618634613,https://cdn.shopify.com/s/files/1/1916/9825/products/71rGc7rda4L._SL1000.jpg?v=1618634613,https://cdn.shopify.com/s/files/1/1916/9825/products/3-way-soil-meter-ph-testing-meter--500x500_bb7d8dc3-334c-4784-8266-e6ba35d94ee9.jpg?v=1618634613,https://cdn.shopify.com/s/files/1/1916/9825/products/61Uvh2EFwsL._SL1280.jpg?v=1618634610,https://cdn.shopify.com/s/files/1/1916/9825/products/618DhksTyKL._SL1024.jpg?v=1618634610,https://cdn.shopify.com/s/files/1/1916/9825/products/Untitled-1_7404eb82-84b5-45c4-a06b-26bae1a255a2.jpg?v=1619125474,,,,,,,,
"0476 Hand Digging Trowel (Steel, Black)",Garden,0476_digging_trowel,0476,820740,18%,215,250,0,212,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_7371bb36-289f-427b-a2c6-eb5172b5010c.jpg?v=1619125481,https://cdn.shopify.com/s/files/1/1916/9825/products/61sSaM9BpYL._SL1000.jpg?v=1618634779,https://cdn.shopify.com/s/files/1/1916/9825/products/61Vs8jc5FwL._SL1000.jpg?v=1618634779,https://cdn.shopify.com/s/files/1/1916/9825/products/618Zjzmh-oL._SL1000.jpg?v=1618634779,https://cdn.shopify.com/s/files/1/1916/9825/products/41aBAFqYIbL._SL1000_6624f3f7-0409-40e4-9492-57258e46e93f.jpg?v=1618634779,,,,,,,,,,
"0481_Aluminium Profile Handle, 8Inch (Silver)",Hardware Fitting,0481_8inch_profile_handle,0481,760410,18%,278,300,0,254,https://cdn.shopify.com/s/files/1/1916/9825/products/0481SKUCODE.jpg?v=1619125497,https://cdn.shopify.com/s/files/1/1916/9825/products/51_9DQ9oyCL._SL1200.jpg?v=1619125499,https://cdn.shopify.com/s/files/1/1916/9825/products/1_33f1443d-6f33-422b-923c-ec035882f7c0.jpg?v=1618635803,https://cdn.shopify.com/s/files/1/1916/9825/products/3_3f0649fb-7abe-457b-b47b-091b8dafcf62.jpg?v=1618635803,https://cdn.shopify.com/s/files/1/1916/9825/products/411Gr8OYiCL._SL1200.jpg?v=1619125501,,,,,,,,,,
0484 Gardening Tools - Heavy Duty Hedge Shear Adjustable Garden Scissor with Comfort Grip Handle,Garden,0484_adj_mehndi_cutter,0484,820340,18%,463,800,35,440,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_465265a6-75d0-4593-9abc-70d3e7672291.jpg?v=1619125510,https://cdn.shopify.com/s/files/1/1916/9825/products/IMG-20200727-WA0128.jpg?v=1618636114,https://cdn.shopify.com/s/files/1/1916/9825/products/3_e6f5b653-7ee0-4049-88e1-7a0cf88e00fc.jpg?v=1618636114,https://cdn.shopify.com/s/files/1/1916/9825/products/2_4140ddaf-ecc9-4bd1-930c-9a0cb5ac9e57.jpg?v=1618636114,https://cdn.shopify.com/s/files/1/1916/9825/products/1_327df9a4-a911-45bb-a911-2edad7f1d23e.jpg?v=1618636114,,,,,,,,,,
0504 Electric DC12V Tire Inflator Compressor Pump,Automotive,0504_mini_air_compressor_pump,0504,841420,18%,537,650,10,495,https://cdn.shopify.com/s/files/1/1916/9825/products/0504.jpg?v=1618531971,https://cdn.shopify.com/s/files/1/1916/9825/products/51SzaCQlvmL_cda5548b-8299-4f65-938f-b34daf03b4ce.jpg?v=1618315517,https://cdn.shopify.com/s/files/1/1916/9825/products/6_5c37dfdb-e79a-4135-aaa1-3b42ac34f43a.jpg?v=1618315517,https://cdn.shopify.com/s/files/1/1916/9825/products/3_b2a919cd-163e-4991-93dd-6169f383dfbc.jpg?v=1618315517,https://cdn.shopify.com/s/files/1/1916/9825/products/5_e35d04c2-3582-4b1f-b7cc-2c6f8b265e2d.jpg?v=1618315517,https://cdn.shopify.com/s/files/1/1916/9825/products/1_1043ecd4-4cff-4de8-8c51-8e7ce476ee40.jpg?v=1618315517,,,,,,,,,
0511 Travel Neck Support Rest Pillow,Travel,0511_neck_pillow_1_layer,0511,401610,5%,235,250,0,238,https://cdn.shopify.com/s/files/1/1916/9825/products/051102_6f012d2e-0858-4d01-bac5-c36a2cbdb84a.jpg?v=1628791699,https://cdn.shopify.com/s/files/1/1916/9825/products/5834fa8dc2da2f270c6f5e10-5-large.jpg?v=1628791700,https://cdn.shopify.com/s/files/1/1916/9825/products/051104.jpg?v=1628601587,https://cdn.shopify.com/s/files/1/1916/9825/products/51101.jpg?v=1628601587,https://cdn.shopify.com/s/files/1/1916/9825/products/5834fa8dc2da2f270c6f5e10-7-large.jpg?v=1628791702,https://cdn.shopify.com/s/files/1/1916/9825/products/5834fa8dc2da2f270c6f5e10-4-large.jpg?v=1628791704,https://cdn.shopify.com/s/files/1/1916/9825/products/1111111.jpg?v=1628601587,https://cdn.shopify.com/s/files/1/1916/9825/products/051103.jpg?v=1628791707,,,,,,,
