CATEGORY,MRP,product code,product name,DISCOUNT,GST,selling rate excl gst,hsn,
Cleaning Supplies,"1,299",1142,1142 Scratch Cleaning Mop with 2 in 1 Self Clean Wash Dry Hands Free Flat Mop,20,18,881,960390,
Kitchen,1299,1142,1142 Box Watermelon Cutter,60,18,440,960390,
Travel,499,1157,1157 Cross Body Travel Office Business Bag one Side Shoulder Bag Unisex,0,18,423,420212,
Kitchen,799,1197,1197 Electronic Kitchen Digital Spoon Weighing Scale,25,18,508,392410,
"Beauty, Health & Personal Care",599,1207,1207 Fast Hair Straightener Brush with Temperature Control Men & Women,5,18,482,851631,
Computer Accessories,999,1208,1208 Smart Laptop Backpack with USB Plug Charging Port (Multicolour),10,18,762,420212,
Security,999,1212,1212 Resettable Code Combination Number Padlock,35,18,550,830140,
Repellents,599,1219,1219 Eco Friendly Electronic Mosquito Killer Lamp,10,18,457,940520,
Home Improvement,1399,1220,1220 Portable Mini Hand Tailor Machine for Sewing Stitching,25,18,889,845210,
"Beauty, Health & Personal Care",499,1221,1221 Dolphin Handheld Body Massager to Aid Pain and Stress,10,18,381,901910,
Home Decor,499,1222,"1222  Festival Decorative - LED Tealight Candles (White, 24 Pcs)",0,18,423,940530,
Home Improvement,499,1232,1232 Handheld Portable Mini Electric Cordless Sewing Machine for Beginners,0,18,423,845210,
Home Decor,499,1234,1234 Colour Changing Good Night Star Master Rotating Projection Night Lamp,0,18,423,940530,
Other,499,1241,1241 Pet Hair Remover Multi-Purpose Double Sided Self-Cleaning and Reusable Pet Fur Remover,15,18,359,392410,
Garden,599,1242,1242 Automatic Spray Sanitizer Air freshener Humidifier,15,18,431,851679,
Home Decor,599,1242,1242 Automatic Spray Sanitizer Air freshener Humidifier,15,18,431,851679,
Home Decor,499,1248,1248 Mini Polar Bear Shaped Cool Mist Portable Humidifier,10,18,381,851679,
Home Decor,499,1255,"1255 Solar Lights for Garden LED Security Lamp for Home, Outdoors Pathways",10,18,381,940520,
Home Improvement,499,1259,1259 Reusable Insulated Grocery Shopping Cloth Bag Washable and Foldable,20,18,338,362690,
"Beauty, Health & Personal Care",1299,1261,1261 Facial Handheld Portable Steamer for Face,40,18,661,851629,
Travel,799,1276,"1276 Sun Protection Water Proof Fabric Polyester Garden Umbrella for Beach, Lawn",20,18,542,660191,
Home Decor,899,1277,1277 Anti Crack Silicon Gel Heel Moisturizing Socks for Foot Care Men Women (Loose Pack),35,18,495,401590,
Mobile Accessories,599,1282,1282 Super Bass Portable Wireless Bluetooth Speaker,0,18,508,392690,
"Beauty, Health & Personal Care",299,1302,1302 Silicone Body Back Scrubber Double Side Bathing Brush for Skin Deep Cleaning,5,18,241,401590,
"Beauty, Health & Personal Care",999,1305,1305 Double Edge Shaving Razor Blade (Pack of 48),30,18,593,821210,
Computer Accessories,499,1320,1320 Adjustable Laptop Stand Holder with Built-in Foldable Legs and High Quality Fibre,25,18,317,940320,
Home Decor,999,1321,1321 Portable Moonlight Shaped Air Humidifier/Freshner,20,18,677,940540,
Repellents,499,1322,1322 Electric Mosquito Killer LED Lamp Light Bug Dispeller with Suction Fan,0,18,423,851679,
Mobile Accessories,399,1333,1333 Mobile Phone Video Screen Magnifier Amplifier for Eyes Protection,15,18,287,342690,
"Beauty, Health & Personal Care",699,1337,1337 Professional Stylish Hair Dryers For Women And Men (Hot And Cold Dryer),10,18,533,851632,
Sports,399,1342,"1342 Extra Strong Pull String Body Building Training, Pull Rope Rubber Exerciser (loose)",0,18,338,392690,
"Beauty, Health & Personal Care",349,1351,1351 Heart Shape Women's Underwear Case Travel Portable Storage Bag Box,0,18,296,630710,
Toys For Kids,399,1360,1360 LCD Portable Writing Pad/Tablet for Kids - 8.5 Inch,0,18,338,392690,
"Beauty, Health & Personal Care",499,1361,1361 Hair Straightener Hair Straightening Comb Brush,5,18,402,851632,
Home Decor,999,1363,1363 Wireless Bluetooth Sensor 12W Music Multicolor LED Bulb with Remote Controller,40,18,508,851220,
Home Improvement,1299,1401,1401 Bathroom Accessories Folding Towel Rack,20,18,881,7324,
"Kitchen Storage, Container & Rack",599,1409,1409 Stainless Steel Water Bottle (1000 ml),30,18,355,73239990,
Toys For Kids,599,1412,1412 Portable LCD writing Tablet Paperless Memo Digital Tablet Pad,5,18,482,392690,
"Beauty, Health & Personal Care",499,1414,"1414 Rechargeable, Cordless Beard and Hair Trimmer For Men",10,18,381,851631,
"Beauty, Health & Personal Care",599,1437,1437 NS-216 rechargeable cordless hair and beard trimmer for men's,20,18,406,851631,
Sports,1499,1443,1443 Portable Push Up Board System Body Building Exercise Tool,40,18,762,950699,
Kitchen,1999,1452,1452 One-Touch Automatic Vacuum Sealing Machine for Dry And Moist Food,35,18,1101,392690,
Mobile Accessories,599,1465,1465 Portable 8.5 LCD Writing Digital Tablet Pad for Writing/Drawing,20,18,406,392690,
Mobile Accessories,699,1467,1467 Long Lightweight Aluminum Tripod Stand,0,18,592,900610,
Home Improvement,1299,1490,"1490 Multipurpose Wooden Clips /Cloth Pegs (Large, 500 Pcs)",20,18,881,392690,
Toys For Kids,599,1497,"1497 Cute, Cuddly and Clean Toddlers Training Seat",0,18,508,401610,
Garden,499,1505,1505 Gardening Tool Wood Handle Cultivator Trowel Forks Tool Set (3 pack),20,18,338,820750,
Garden,799,1506,1506 Professional Garden Scissor with Sharp Blade Comfortable Handle,25,18,508,820750,
Stationery,499,1522,1522 Hand-Held Packing Tape Dispenser with Retractable Blade for Tape,0,18,423,392410,
Cleaning Supplies,1499,1530,1530 Heavy Duty Microfiber Spin Mop with Plastic Bucket & Rotating Steel Pole Head,50,18,635,960390,
Shelves & Racks,799,1535,1535 Movable Wall Mount Stand for 14-42-inch LCD LED TV,0,18,677,830210,
Stationery,399,1538,1538 Self Adhesive Transparent Packing Tape- 200 metres,5,18,321,391910,
Automotive,499,1539,1539 Cycle Computer with Trip Distance and Timer Durable,10,18,381,854419,
Power & Hand tools,399,1545,1545 Heavy Duty Bolt Cutter,0,18,338,820340,
Stationery,399,1547,1547 Stainless Steel Tailoring Scissor Sharp Cloth Cutting for Professionals (9.5inch) (Golden),0,18,338,821300,
Stationery,999,1548,"1548 Digital Vernier Caliper for Taking Internal, External Depth Thickness",15,18,720,820790,
Power & Hand tools,399,1549,1549 Bolt Cutter Wire Breaking Plier,5,18,321,820340,
Hardware Fitting,499,1559,1559 Double Side Scale Triangle Measurement Hand Tool,10,18,381,820590,
Automotive,799,1562,1562 Rechargeable Bicycle LED Bright Light with Horn Speaker,25,18,508,940540,
Hardware Fitting,499,1565,1565 Professional Measuring Tape/Ruler - 30 Meter,0,18,423,391910,
Home Improvement,699,1570,1570 3 Layer Multipurpose Portable Folding Shoe Rack/Shoe Cabinet,0,18,592,392410,
Kitchen,1999,1580,1580 Digital Multi-Purpose Kitchen Weighing Scale (TS500),30,18,1186,842310,
Sports,699,1592,1592 Anti-Burst Exercise Heavy Duty Gym Ball (Multicolour) (75Cm) (No Box & No Pump),0,18,592,401590,
Toys For Kids,2499,1599,1599 Portable Dual Nozzle Electric Balloon Blower Pump Inflator,45,18,1165,392690,
Stationery,999,1612,1612 Vernier Caliper Digital LCD Display,30,18,593,830710,
Automotive,2999,1618,1618 Portable Electric Car Air Compressor Pump for Car and Bike Tyre,35,18,1652,841410,
Power & Hand tools,699,1619,1619 Furniture Lifter Mover Tool Set Heavy Duty Furniture Shifting and Mover,0,18,592,842810,
Garden,599,1635,1635 Jet Water Cannon 8 in 1 Turbo Water Spray Gun,0,18,508,8201,
Automotive,1999,1641,1641 Car Tyre Inflator Rapid Mini Portable Air Compressor Pump,30,18,1186,841410,
Automotive,1999,1646,1646 Digital Car Tyre Inflator Portable Air Compressor Pump,25,18,1271,841410,
Automotive,999,1657,1657 Heavy Duty Bike Brake Lock - Locking System by Holding Handle Bar with Brake Lever,20,18,677,830140,
Automotive,1599,1691,1691 Portable High Pressure Foot Air Pump Compressor for Car and Bike,25,18,1016,841410,
Home Improvement,2999,1708,1708 Table Corners Edge Protector Guards for Baby Child Safety (Pack of 100),25,18,1906,392690,
Garden,599,1711,1711 Garden Sharp Cutter Pruners Scissor with grip-handle,0,18,508,820890,
Automotive,599,1735,1735 High Pressure Bicycle Air Pump Tyre Inflator for Cycles,0,18,508,841410,
Toys For Kids,1499,1909,1909 Jumbo Size Go to School Kids Play Tent House (Multicolour),30,18,889,630629,
Toys For Kids,499,1911,1911 54 Pcs Blocks 4 Dices Wooden Tumbling Stacking Building,0,18,423,940360,
Toys For Kids,499,1912,1912 Wooden Xylophone Musical Toy for Children (MultiColor),20,18,338,950300,
Kitchen,599,2023,"2023 Plastic 14-in-1 Jumbo Manual Vegetable Grater,Chipser and Slicer",0,18,508,392410,
Kitchen,999,2025,"2025 Maitri Plastic 12-in-1 Jumbo Manual Vegetable Grater, Chipser and Slicer",35,18,550,392410,
Kitchen,499,2055,2055 Kitchen Plastic Space Saver Organizer Basket Rack- 4 pcs,25,18,317,392410,
Kitchen,499,2064,2064 Foldable Drain Rack Kitchen Sink Roll up Dish Drying Rack Portable Dish Rack,20,18,338,392410,
Kitchen,999,2094,2094 Stainless Steel Cutlery Set with Plastic Storage Box (24 Pieces - Brown),35,18,550,732393,
Kitchen,999,2095,2095 Stainless Steel Cutlery Set with Stand - Pack of 24(Silver),30,18,593,732393,
Kitchen,499,2099,2099 Rotating Cake Stand for Decoration and Baking,10,18,381,392410,
"Beauty, Health & Personal Care",899,2124,2124 Jewellery Jewel Boxes Storage Box Organizer Gift Box for Women Necklace Earring Set Bangles Churi Gift for Women,5,18,724,442190,
Home Decor,999,2125,2125 Peacock Design Glass with Handle and Handicraft Serving Tray Set,10,18,762,442190,
Kitchen,899,2126,2126 Cake Mould Pan Set Baking Tray Removable Cake Mould Black (3 Pack),10,18,686,846120,
Kitchen,1499,2137,2137 Silicone Foldable Collapsible Electric Water Kettle Camping  Boiler,40,18,762,391000,
Kitchen,699,2142,2142 6 in 1 Stainless Steel Kitchen Chips Chopper Cutter Slicer and Grater with Handle,5,18,563,732393,
Kitchen,999,2143,2143 Compact Hand Electric Mixer/Blender for Whipping/Mixing with Attachments,30,18,593,846789,
Kitchen,799,2150,2150 Multi functional Electric 2 in 1 Egg Frying Pan with Egg Boiler Machine Measuring Cup with Handle,0,18,677,392410,
Kitchen,899,2151,2151 Stainless Steel Electric Kettle with Lid - 2 l,0,18,762,732393,
Kitchen,499,2161,2161 10 in 1 Multifunctional Vegetable Fruits Cutter/Slicer Shredder with Rotating Drain Basket,0,18,423,392410,
Kitchen,499,2162,2162 Hot N Fresh Insulated Plastic Casserole Gift Set (3 Pieces),0,18,423,392410,
"Kitchen Storage, Container & Rack",499,2174,2174 Multipurpose Rajwadi Style Spice & Pickle Jar Set 4 Containers with 2 spoons,5,18,402,392410,
Kitchen,999,2182,2182 Light Weight Plastic Dinner Set of 36 Pieces,10,18,762,392410,
Kitchen,999,2199,2199 Multipurpose Vegetable and Fruit Chopper Cutter Grater Slicer,30,18,593,392410,
"Kitchen Storage, Container & Rack",999,2201,2201 Compact Stainless Steel Airtight Lunch Box Set - 4 pcs (3 Leakproof Containers and 1 Bottle),20,18,677,732393,
Kitchen,399,2224,2224 BBQ Tandoor Skewers Grill Sticks for Barbecue (Pack of 12),10,18,304,732393,
Kitchen,1999,2225,2225 Folding Portable Barbeque BBQ Grill Set for Outdoor and Home,30,18,1186,851660,
Kitchen,499,2229,2229 Compact 6 in 1 Egg Boiler Cooker/Poacher,5,18,402,732393,
Home Improvement,699,2267,2267 5 LTR Water Rover Jug (Plastic) (Multi-coloured),10,18,533,392410,
"Kitchen Storage, Container & Rack",699,2274,"2274 Air Tight Apple Shape Storage Container - 500 ml, 800 ml and 1500 ml (4 Pcs Each Size, 12 Pcs)",0,18,592,392410,
Kitchen,1499,2285,2285 Stainless Steel Knife Set With Chef Peeler And Scissor (6 Pieces),40,18,762,732393,
"Kitchen Storage, Container & Rack",799,2286,2286 Matka Shaped Jar with Air Tight & Leak Proof Lid (Multicolour) (Set of 6) (900Ml),10,18,609,392410,
Kitchen,799,2297,"2297 12 in 1 Multipurpose Fruit & Vegetable Chopper, Slicer, Chipser, Dicer, Cutter and Grater",15,18,576,392410,
"Kitchen Storage, Container & Rack",1199,2298,"2298 Reusable Clear Square Container for Sugar, Salt, Dried Fruits, & More (1500 ML) (6 pcs)",25,18,762,392410,
Kitchen,499,2302,2302 Aluminium Silver Kitchen Foil Roll ( 72 Meter *),0,18,423,392410,
"Kitchen Storage, Container & Rack",449,2303,2303 Folding Shopping Portable Storage Basket,5,18,361,392410,
Kitchen,699,2305,2305 Metal Moulds for Baking Non-Stick Cake Tins (Pack of 3),10,18,533,846120,
Kitchen,405,2306,2306 Manual Knife Sharpener 3 Stage Sharpening Tool for Ceramic Knife and Steel Knives,5,18,326,392410,
Home Improvement,330,2307,2307 Telescopic Adjustable Faucet Rack Dish Brushes Sponge Storage Shelves Sink Drain,0,18,280,392410,
Shelves & Racks,999,2310,2310 Plastic 2 Layer Multi-Purpose Kitchen Storage Basket Rack,20,18,677,392410,
kitchen,1199,2313,2313 Aluminum Alloy Manual Fruit Press Juicer Fruit Hand Squeezer Heavy Duty,35,18,660,732393,
Kitchen,799,2318,2318  Ice Gola Maker Ice Snow Maker Machine,5,18,643,392410,
"Kitchen Storage, Container & Rack",499,2325,2325 Wall Mounted Cereal Dispenser Tank Grain Dry Food Container (1500ML) (Multicolour),10,18,381,392410,
Kitchen Tools,499,2327,2327 15 in 1 Stainless Steel Kitchen Press with Different Parts,0,18,423,392321,
Kitchen,1199,2330,2330 Stainless Steel Salad Vegetable Potato Chips Cutter Chopper,25,18,762,7220,
Kitchen,399,2342,2342 Heavy unbreakable Stylish Diamond look fully Transparent Plastic Glasses Set 260ml (6pcs),0,18,338,39241090,
Kitchen,499,2358,2358 Plastic Transparent Unbreakable Lemon Juice Jug Set and 6 pcs Glass,0,18,423,39241090,
"Kitchen Storage, Container & Rack",499,2360,2360 Stainless Steel Jar With Visible Container Glass Window & Airtight Lid (800ml),0,18,423,392410,
Kitchen,1999,2362,2362 Crystal Ice Cream Bowl Glass for Serving Set of 7pcs with 1 Large Bowl & 6 Medium Bowls,30,18,1186,70139900,
Kitchen,699,2369,2369 Manual Fruit & Vegetable Juicer with Steel Handle Fruit Juicer,15,18,504,392410,
Kitchen,599,2374,2374 Electric Mini Garlic Chopper (250ml),5,18,482,392410,
Kitchen,599,2379,2379 Multiple Shape Metal Moulds for Baking Non-Stick Cake Tins,5,18,482,391000,
Kitchen,599,2387,2387 Multipurpose Vegetable and Fruit Chopper Cutter Grater Slicer,5,18,482,3924,
Kitchen,599,2391,2391 Glass Kettle/Teapot with Stainless Steel Infuser & Lid,10,18,457,70139900,
"Kitchen Storage, Container & Rack",499,2408,"2408 Resistant Glass Jug for Juice, Milk, Cold or Hot Beverages",0,18,423,392410,
Kitchen,599,2414,"2414 Portable Mini Gas Travelling Stove, Small Gas Stove",0,18,508,7321,
Kitchen,599,2415,2415 Vegetable Cutter Chopper Chipser for Kitchen 12 in 1 (11 Blade and 1 Peeler),0,18,508,392410,
Kitchen,499,2430,2430 Manual Knife Sharpener 2 Stage Sharpening Tool for Ceramic Knife and Steel Knives,20,18,338,392410,
Toys For Kids,599,2431,2431 High Quality Multi-Utility Compact Foldable Table,10,18,457,392490,
"Kitchen Storage, Container & Rack",599,2444,2444 Crystal Seasoning Acrylic Box Pepper Salt Spice Rack,10,18,457,392410,
Kitchen,799,2445,2445 Manual Aluminium and Plastic Fruit Press Juicer,10,18,609,732393,
"Kitchen Storage, Container & Rack",799,2454,2454 Air Tight Unbreakable Big Size 1100 ml Square Shape Kitchen Storage Container (Set of 6),0,18,677,392410,
"Kitchen Storage, Container & Rack",499,2456,2456  jar Container Coming with Metal Air Tight and Rust Proof Cap (Set of 3),0,18,423,392410,
Kitchen,499,2463,2463 8 Piece Kitchen Knife Set for Kitchen,0,18,423,732393,
Kitchen,999,2467,2467  24 Pack Premium Stainless Steel Cutlery Set,5,18,804,392410,
Home Improvement,999,2501,2501 Foldable Height Adjusting Stool Space Saving Telescopic Stool,15,18,720,392690,
Home Improvement,999,2502,2502 Foldable Height Adjusting Stool Space Saving Telescopic Stool,15,18,720,392690,
"Kitchen Storage, Container & Rack",999,2506,2506 Electric Lunch Box Electric Tiffin Box,30,18,593,851690,
Kitchen,399,2516,2516 Combo Stainless Steel 9 Russian Cake Icing Nozzles,0,18,338,392410,
Kitchen,999,2533,"2533 Yogurt Maker Machine, Stainless Steel Inner Container Electric Yogurt Maker",30,18,593,392410,
Kitchen,399,2535,2535 Rolling Mat Silicone Baking Mat Fondant Mat Sheet Chapati,5,18,321,392620,
Kitchen,499,2542,2542 Stainless Steel and Plastic Insulated Lunch Box of 3 Air Tight Containers with Bag Cover,0,18,423,392410,
"Kitchen Storage, Container & Rack",1999,2550,2550 Easy Flow Cereal Dispenser for Kitchen 3 in 1 Push Button Wall Mount Container,40,18,1016,392410,
Kitchen,599,2551,2551 Multipurpose Top Kitchen Knife for Home and Restaurant (12Pcs Set),30,18,355,392410,
Kitchen,499,2556,"2556 Creative Snack Dish, Five trellised Family Fruit Dessert set",5,18,402,392410,
Home Decor,599,2559,2559 Pot Stand for Home Garden Balcony Living Room Decor,0,18,508,732393,
Kitchen,599,2563,2563 Wall Mounted Oil Dispenser Bottle,10,18,457,392410,
Home Improvement,599,3107,3107 Acrylic Wall Mount Shelf Rack Kitchen and Bathroom Accessories (15X5-inch),10,18,457,392690,
Kitchen,499,3306,3306 Silicone 6-Cavity Half Circle Half Sphere Half Round Hemisphere Baking Mould Chocolate Desserts Ice Cream Bombs Soap (Random Colour),30,18,296,391000,
Toys For Kids,999,4603,"4603 Musical Learning Study Book with Numbers, Letters",15,18,720,950300,
Home Improvement,1999,4612,4612 Silent and Portable High Speed Foldable Table Fan with USB Charging Feature,30,18,1186,392690,
Home Improvement,1999,4624,4624 Portable 2 Tier Stainless Steel and Plastic Cloth Drying Stand with Double Pole,10,18,1525,392410,
Home Improvement,999,4649,4649 Adjustable Folding Clothes Steel Drying Racks Hanger Shelf,10,18,762,392410,
Sports,999,4662,4662 Portable Magnetic Score Dart Board Set,10,18,762,950300,
Cleaning Supplies,999,4664,4664 Cleaning 360 Degree Healthy Spray Mop with Removable Washable Cleaning Pad,20,18,677,392620,
Kitchen,499,4668,4668 Silicone Plastic Folding Collapsible Durable Kitchen Sink Dish Rack,0,18,423,391000,
Kitchen,599,4690,4690 Silicone Anti Slip Food Grade Round Coasters Trivets Mat Pads,25,18,381,391000,
Kitchen,899,7007,"7007 Stainless Steel Stylish Cutlery Set with Spoons, Forks, Butter Knives for Stylish Dining (Set of 24 Pcs)",5,18,724,732393,
Kitchen,999,7027,7027 Electric Fruit Vegetable Onion Garlic Cutter Food Speedy Chopper,40,18,508,392410,
Ayurvedic and Herbal products,850,AG338,Organic Ashwagandha Powder 200gms,30,5,567,12119099,
Ayurvedic and Herbal products,675,AL333,Organic Amla Powder 200 gms,30,5,450,12119099,
Ayurvedic and Herbal products,675,AR506,ARSOVEDIC - 60 Tablets,25,12,452,30049011,
Ayurvedic and Herbal products,690,AT406,ArthroPlus - 30 Capsule,30,12,431,30049011,
Ayurvedic and Herbal products,700,AT492,ArthroPlus Joint Care Oil - 100 ml,30,12,438,30049011,
Ayurvedic and Herbal products,625,BM337,Organic Brahmi Powder 200 gms,25,5,446,12119099,
Ayurvedic and Herbal products,540,C3094,Arjuna 120 capsules,20,12,386,12119099,
Ayurvedic and Herbal products,545,C3100,Ashwagandha 120 capsules,20,12,389,30049011,
Ayurvedic and Herbal products,555,C3117,Brahmi 120 capsules,20,12,396,30049011,
Ayurvedic and Herbal products,525,C3193,Senna 120 capsules,20,12,375,30049011,
Ayurvedic and Herbal products,890,C3254,Musli 120 capsules,35,12,517,30049011,
Ayurvedic and Herbal products,920,C3261,Shilajit 120 capsules,40,12,493,30049011,
Ayurvedic and Herbal products,585,C3278,Punarnava 120 capsules,25,12,392,30049011,
Ayurvedic and Herbal products,640,CL819,CALCIPLUS - 60 Capsules,25,12,429,30049011,
Ayurvedic and Herbal products,675,CM508,CalmPlus - 30 Capsule,30,12,422,30049011,
Ayurvedic and Herbal products,540,CP0827,Herbo Mud Pack - 50g,20,18,366,33049990,
Ayurvedic and Herbal products,540,CP7168,Herbo Scrub Cream - 50g,20,18,366,33049990,
Ayurvedic and Herbal products,665,DB403,DIABOVEDIC - 60 Tablets,25,12,445,30049011,
Ayurvedic and Herbal products,675,DG404,DIGESHERBO - 60 Tablets,25,12,452,30049011,
Ayurvedic and Herbal products,615,DT402,DETOXHERBO - 60 Tablets,20,12,439,30049011,
Ayurvedic and Herbal products,450,EC6939,Herbo Under Eye Cream - 25g,10,18,343,33049990,
Ayurvedic and Herbal products,665,FM408,FemoPlus - 30 Capsule,25,12,445,30049011,
Ayurvedic and Herbal products,675,GL407,GlowPlus - 30 Capsule,25,12,452,30049011,
Ayurvedic and Herbal products,530,GL609,Herbo Aayu Cream - 50g,20,18,359,33049990,
Ayurvedic and Herbal products,600,GT005,GAUTYPLUS - 60 Tablets,20,12,429,30049011,
Ayurvedic and Herbal products,600,HD334,Organic Haritaki Powder 200 gms,25,5,429,12119099,
Ayurvedic and Herbal products,650,HE507,HEMOVEDIC - 60 Tablets,25,12,435,30049011,
Ayurvedic and Herbal products,665,IM409,ImmunoPlus - 30 Capsule,25,12,445,30049011,
Ayurvedic and Herbal products,500,J4931,DiaboHerbo T - 30 Tea Tablets,15,12,379,30049011,
Ayurvedic and Herbal products,428,J6798,Tulsi Ark 30ml drops,5,12,363,30049011,
Ayurvedic and Herbal products,515,KS060,Kesho Hair Oil 100 ml,15,12,391,30049011,
Ayurvedic and Herbal products,650,KS411,KESHOVEDIC - 60 Tablets,25,12,435,30049011,
Ayurvedic and Herbal products,565,KS610,Kesho Hair Wash 200ml - Anti Dandruff Hair Lotion,20,18,383,33051090,
Ayurvedic and Herbal products,615,LF085,LIVVEDIC - 60 Tablets,20,12,439,30049011,
Ayurvedic and Herbal products,600,MR215,MIGRAPLUS - 60 Tablets,20,12,429,30049011,
Ayurvedic and Herbal products,590,NM336,Organic Neem powder 200 gms,20,5,450,12119099,
Ayurvedic and Herbal products,670,OC509,OccuPlus- 30 Capsule,25,12,449,30049011,
Ayurvedic and Herbal products,625,P6092,Organic Bhringraj Powder - 200gms,25,5,446,12119099,
Ayurvedic and Herbal products,700,P6108,Organic Punarnava Powder - 200gms,30,5,467,12119099,
Ayurvedic and Herbal products,640,P6115,Organic Krounchbeej Powder - 200gms,25,5,457,12119099,
Ayurvedic and Herbal products,640,P6122,Organic Jambu beej Powder - 200gms,25,5,457,12119099,
Ayurvedic and Herbal products,590,PC498,PROVEDIC - 60 Tablets,20,12,421,30049011,
Ayurvedic and Herbal products,750,RE479,REVEPLUS - 60 Capsules,30,12,469,30049011,
Ayurvedic and Herbal products,360,SH404,Lemongrass - 200 gms,0,12,321,30049011,
Ayurvedic and Herbal products,590,SI314,Spirulina 120 Tablets,25,12,395,30049011,
Ayurvedic and Herbal products,665,SR410,SmrutiPlus - 30 Capsule,25,12,445,30049011,
Ayurvedic and Herbal products,550,ST004,STONVEDIC - 60 Tablets,20,12,393,30049011,
Ayurvedic and Herbal products,740,SV335,Organic Shatavari Powder 200 gms,25,5,529,12119099,
Ayurvedic and Herbal products,540,T0605,KofHerboT Kwath - 30 Tea Tablets,20,12,386,30049011,
Ayurvedic and Herbal products,575,T3308,Triphala 120 Tablets,20,12,411,30049011,
Ayurvedic and Herbal products,565,T3315,Guggul 120 Tablets,20,12,404,30049011,
Ayurvedic and Herbal products,400,T3322,Moringa 120 Tablets,5,12,339,30049011,
Ayurvedic and Herbal products,680,T9018,Amla 120 Tablets,30,12,425,30049011,
Ayurvedic and Herbal products,730,T9025,Ashwagandha 120 Tablets,30,12,456,30049011,
Ayurvedic and Herbal products,650,T9032,Giloy 120 Tablets,25,12,435,30049011,
Ayurvedic and Herbal products,680,T9049,Jambu 120 Tablets,30,12,425,30049011,
Ayurvedic and Herbal products,830,T9056,Musli 60 Tablets,30,12,519,30049011,
Ayurvedic and Herbal products,705,T9063,Senna 120 Tablets,30,12,441,30049011,
Ayurvedic and Herbal products,750,T9070,Shatavari 120 Tablets,30,12,469,30049011,
Ayurvedic and Herbal products,680,T9087,Tulsi 120 Tablets,25,12,455,30049011,
Ayurvedic and Herbal products,715,T9094,Turmeric 120 Tablets,30,12,447,30049011,
Ayurvedic and Herbal products,650,TL332,Organic Triphala Powder 200 gms,25,5,464,12119099,
Ayurvedic and Herbal products,700,TR405,TRIMOHERBO - 60 Tablets,30,12,438,30049011,
Ayurvedic and Herbal products,525,TR405,TrimoHerbo T - 30 Tea Tablets,15,12,398,30049011,
Ayurvedic and Herbal products,700,VT412,VitoPlus - 30 Capsules,30,12,438,30049011,
Chocolate,350,0048,0048 Chocotown Premium Dark Compound 400gm | Chocotown Dark Choco Slab,0,18,296,180610,https://cdn.shopify.com/s/files/1/1916/9825/products/dark_front_5bf4d97b-7135-4ac1-9a48-e3a34bc96a74.jpg?v=1606564395
Chocolate,350,0049,0049 Chocotown Premium Milk Compound 400gm | Chocotown Milk Choco Slab |,0,18,296,180610,https://cdn.shopify.com/s/files/1/1916/9825/products/milk_front_4d348e8d-908f-4c27-8e29-5205c7dae1b6.jpg?v=1606564404
Chocolate,400,0050,0050 Chocotown Premium White Compound 400gm | Chocotown White Choco Slab |,10,18,305,180610,https://cdn.shopify.com/s/files/1/1916/9825/products/white_front_68901cc5-6c82-4552-9187-f9ba5c1b5d51.jpg?v=1606564414
"Jams, Honey & Spreads",350,0055,0055_Choco Nutri Chocolate Spreads - Premium Dark Chocolate Spread - 350 gm,0,18,296,180610,https://cdn.shopify.com/s/files/1/1916/9825/products/1_b6d088da-20e8-4722-988e-e07b4f6e40bc.jpg?v=1606564488
Kitchen,250,0060,0060 Power free blender,0,18,211,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_5508fa99-4f1a-4972-aa99-4e4f0e76a812.jpg?v=1622137117
Kitchen Tools,300,0065A,0065A Manual Stainless Steel Compact Extra Sharp Vegetable Chopper with 5 Blades (750 ml),5,18,241,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0065A.jpg?v=1633521871
Kitchen,350,0067,0067 2 in 1 Kitchen Vegetable Smart Cutter and Chopper,25,18,222,392440,https://cdn.shopify.com/s/files/1/1916/9825/products/0067.jpg?v=1617924139
Kitchen,400,0070,"0070 Plastic 4 Compartment Sprout Maker, White",5,18,322,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0070.jpg?v=1617924154
Kitchen Tools,600,0072,0072 Manual Food Chopper (Food Processor) (800 ml),50,18,254,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0072SKUCODE.jpg?v=1619722864
Kitchen,2000,0082,"0082 Smokeless Electric Indoor Barbecue Grill, 2000w",40,18,1017,851660,https://cdn.shopify.com/s/files/1/1916/9825/products/0082_d1ca3651-e0b0-4217-80fe-7fca469fd0e2.jpg?v=1630007279
Kitchen,300,0084,0084 Stainless Steel Vegetable Cutter Chopper (Chilly Cutter),0,12,267,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/0084.jpg?v=1618531145
Kitchen,650,0090,"0090 Kitchen Press Set 12 pcs, Silver (Kitchen_Press)",30,12,406,392321,https://cdn.shopify.com/s/files/1/1916/9825/products/0090.jpg?v=1633934323
Kitchen,350,0093,"0093 Plastic 3 Compartment Sprout Maker, White",5,18,281,392321,https://cdn.shopify.com/s/files/1/1916/9825/products/0093.jpg?v=1617924203
